hs_code,description,mfn_rate
5208229600,165|cm eller derunder,0.08
5208229900,Over 165|cm,0.08
5208230000,Kipervævet med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5208290000,Andre varer,0.08
5208310000,"Lærredsvævet, af vægt 100|g eller derunder pr.|m$2",0.08
5208321600,165|cm eller derunder,0.08
5208321900,Over 165|cm,0.08
5208329600,165|cm eller derunder,0.08
5208329900,Over 165|cm,0.08
5208330000,Kipervævet med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5208390000,Andre varer,0.08
5208410000,"Lærredsvævet, af vægt 100|g eller derunder pr.|m$2",0.08
5208420000,"Lærredsvævet, af vægt over 100|g pr.|m$2",0.08
5208430000,Kipervævet med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5208490000,Andre varer,0.08
5208510011,"Trykt i hånden efter ""batik""-metoden",0.08
5208510019,I andre tilfælde,0.08
5208510091,"Trykt i hånden efter ""batik""-metoden",0.08
5208510099,I andre tilfælde,0.08
5208520011,"Trykt i hånden efter ""batik""-metoden",0.08
5208520019,I andre tilfælde,0.08
5208520091,"Trykt i hånden efter ""batik""-metoden",0.08
5208520099,I andre tilfælde,0.08
5208591011,"Trykt i hånden efter ""batik""-metoden",0.08
5208591019,I andre tilfælde,0.08
5208591091,"Trykt i hånden efter ""batik""-metoden",0.08
5208591099,I andre tilfælde,0.08
5208599011,"Trykt i hånden efter ""batik""-metoden",0.08
5208599019,I andre tilfælde,0.08
5208599091,"Trykt i hånden efter ""batik""-metoden",0.08
5208599099,I andre tilfælde,0.08
5209110000,Lærredsvævet,0.08
5209120000,Kipervævet med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5209190000,Andre varer,0.08
5209210000,Lærredsvævet,0.08
5209220000,Kipervævet med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5209290000,Andre varer,0.08
5209310000,Lærredsvævet,0.08
5209320000,Kipervævet med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5209390000,Andre varer,0.08
5209410000,Lærredsvævet,0.08
5209420000,Denimstof,0.08
5209430000,Andet kipervævet stof med 3|eller 4|bindinger (inkl. heraf afledte bindinger),0.08
5209490000,Andre varer,0.08
5209510011,"Trykt i hånden efter ""batik""-metoden",0.08
5209510019,I andre tilfælde,0.08
5209510091,"Trykt i hånden efter ""batik""-metoden",0.08
5209510099,I andre tilfælde,0.08
5209520011,"Trykt i hånden efter ""batik""-metoden",0.08
5209520019,I andre tilfælde,0.08
5209520091,"Trykt i hånden efter ""batik""-metoden",0.08
5209520099,I andre tilfælde,0.08
5209590011,"Trykt i hånden efter ""batik""-metoden",0.08
5209590019,I andre tilfælde,0.08
5209590091,"Trykt i hånden efter ""batik""-metoden",0.08
5209590099,I andre tilfælde,0.08
5210110010,Fremstillet på håndvæv,0.08
5210110090,I andre tilfælde,0.08
5210190010,Fremstillet på håndvæv,0.08
5210190090,I andre tilfælde,0.08
5210210010,Fremstillet på håndvæv,0.08
5210210090,I andre tilfælde,0.08
5210290010,Fremstillet på håndvæv,0.08
5210290090,I andre tilfælde,0.08
5210310010,Fremstillet på håndvæv,0.08
5210310090,I andre tilfælde,0.08
5210320010,Fremstillet på håndvæv,0.08
5210320090,I andre tilfælde,0.08
5210390010,Fremstillet på håndvæv,0.08
5210390090,I andre tilfælde,0.08
5210410010,Fremstillet på håndvæv,0.08
5210410090,I andre tilfælde,0.08
5210490010,Fremstillet på håndvæv,0.08
5210490090,I andre tilfælde,0.08
5210510010,Fremstillet på håndvæv,0.08
5210510090,I andre tilfælde,0.08
5210590010,Fremstillet på håndvæv,0.08
5210590090,I andre tilfælde,0.08
5211110010,Fremstillet på håndvæv,0.08
5211110090,I andre tilfælde,0.08
5211120010,Fremstillet på håndvæv,0.08
5211120090,I andre tilfælde,0.08
5211190010,Fremstillet på håndvæv,0.08
5211190090,I andre tilfælde,0.08
5211200010,Fremstillet på håndvæv,0.08
5211200090,I andre tilfælde,0.08
5211310010,Fremstillet på håndvæv,0.08
5211310090,I andre tilfælde,0.08
5211320010,Fremstillet på håndvæv,0.08
5211320090,I andre tilfælde,0.08
5211390010,Fremstillet på håndvæv,0.08
5211390090,I andre tilfælde,0.08
5211410010,Fremstillet på håndvæv,0.08
5211410090,I andre tilfælde,0.08
5211420010,Fremstillet på håndvæv,0.08
5211420090,I andre tilfælde,0.08
5211430010,Fremstillet på håndvæv,0.08
5211430090,I andre tilfælde,0.08
5211491010,Fremstillet på håndvæv,0.08
5211491090,I andre tilfælde,0.08
5211499010,Fremstillet på håndvæv,0.08
5211499090,I andre tilfælde,0.08
5211510010,Fremstillet på håndvæv,0.08
5211510090,I andre tilfælde,0.08
5211520010,Fremstillet på håndvæv,0.08
5211520090,I andre tilfælde,0.08
5211590010,Fremstillet på håndvæv,0.08
5211590090,I andre tilfælde,0.08
5212111010,Fremstillet på håndvæv,0.08
5212111090,I andre tilfælde,0.08
5212119010,Fremstillet på håndvæv,0.08
5212119090,I andre tilfælde,0.08
5212121010,Fremstillet på håndvæv,0.08
5212121090,I andre tilfælde,0.08
5212129010,Fremstillet på håndvæv,0.08
5212129090,I andre tilfælde,0.08
5212131010,Fremstillet på håndvæv,0.08
5212131090,I andre tilfælde,0.08
5212139010,Fremstillet på håndvæv,0.08
5212139090,I andre tilfælde,0.08
5212141010,Fremstillet på håndvæv,0.08
5212141090,I andre tilfælde,0.08
5212149010,Fremstillet på håndvæv,0.08
5212149090,I andre tilfælde,0.08
5212151011,"Trykt i hånden efter ""batik""-metoden",0.08
5212151019,I andre tilfælde,0.08
5212151091,"Trykt i hånden efter ""batik""-metoden",0.08
5212151099,I andre tilfælde,0.08
5212159011,"Trykt i hånden efter ""batik""-metoden",0.08
5212159019,I andre tilfælde,0.08
5212159091,"Trykt i hånden efter ""batik""-metoden",0.08
5212159099,I andre tilfælde,0.08
5212211010,Fremstillet på håndvæv,0.08
5212211090,I andre tilfælde,0.08
5212219010,Fremstillet på håndvæv,0.08
5212219090,I andre tilfælde,0.08
5212221010,Fremstillet på håndvæv,0.08
5212221090,I andre tilfælde,0.08
5212229010,Fremstillet på håndvæv,0.08
5212229090,I andre tilfælde,0.08
5212231010,Fremstillet på håndvæv,0.08
5212231090,I andre tilfælde,0.08
5212239010,Fremstillet på håndvæv,0.08
5212239090,I andre tilfælde,0.08
5212241010,Fremstillet på håndvæv,0.08
5212241090,I andre tilfælde,0.08
5212249010,Fremstillet på håndvæv,0.08
5212249090,I andre tilfælde,0.08
5212251011,"Trykt i hånden efter ""batik""-metoden",0.08
5212251019,I andre tilfælde,0.08
5212251091,"Trykt i hånden efter ""batik""-metoden",0.08
5212251099,I andre tilfælde,0.08
5212259011,"Trykt i hånden efter ""batik""-metoden",0.08
5212259019,I andre tilfælde,0.08
5212259091,"Trykt i hånden efter ""batik""-metoden",0.08
5212259099,I andre tilfælde,0.08
5301100000,"Hør, rå eller rødnet",0.0
5301210000,Brækket eller skættet,0.0
5301290000,I andre tilfælde,0.0
5301300000,Blår og affald af hør,0.0
5302100000,"Hamp, rå eller rødnet",0.0
5302900000,Andre varer,0.0
5303100000,"Jute og andre bastfibre, rå eller rødnet",0.0
5303900000,Andre varer,0.0
5305000000,"Kokos, abaca (Manilahamp eller Musa textilis Nee), ramie og andre vegetabilske tekstilfibre, ikke andetsteds tariferet, rå eller beredt, men ikke spundet; blår og affald af disse fibre (herunder garnaffald og opkradset tekstilmateriale)(Textilkategori 154)",0.0
5306101010,"Ubearbejdet hørgarn (undtagen garn af blår), til fremstilling af flertrådet eller kabelslået garn til skotøjsindustrien eller til ombinding af kabler",0.04
5306101090,Andre varer,0.04
5306103010,"Ubearbejdet hørgarn (undtagen garn af blår), af finhed 333,3 decitex eller derover (ikke over 30 metrisk nummerering), til fremstilling af flertrådet eller kabelslået garn til skotøjsindustrien eller til ombinding af kabler",0.04
5306103090,Andre varer,0.04
5306105000,"Af finhed under 277,8|decitex (over 36|metrisk nummerering)",0.038
5306109000,I detailsalgsoplægninger,0.05
5306201000,Ikke i detailsalgsoplægninger,0.04
5306209000,I detailsalgsoplægninger,0.05
5307100000,Enkelttrådet,0.0
5307200000,Flertrådet eller kabelslået,0.0
5308100000,Kokosgarn(Textilkategori 148B),0.0
5308201000,Ikke i detailsalgsoplægninger,0.03
5308209000,I detailsalgsoplægninger,0.049
5308901200,"Af finhed 277,8|decitex eller derover (ikke over 36|metrisk nummerering)(Textilkategori 115)",0.04
5308901900,"Af finhed under 277,8|decitex (over 36|metrisk nummering)(Textilkategori 115)",0.038
5308905000,Papirgarn(Textilkategori 132),0.04
5308909000,Andre varer(Textilkategori 131),0.038
5309111000,Ubleget,0.08
5309119000,Bleget,0.08
5309190000,I andre tilfælde,0.08
5309210000,Ubleget eller bleget,0.08
5309290000,I andre tilfælde,0.08
5310101000,Af bredde 150|cm eller derunder(Textilkategori 150),0.04
5310109000,Af bredde over 150|cm(Textilkategori 149),0.04
5310900010,Af bredde|150|cm og derunder(Textilkategori 150),0.04
5310900090,I andre tilfælde(Textilkategori 149),0.04
5311001000,Af ramie(Textilkategori 117),0.08
5311009010,"Papirgarn i taftbinding påklæbet et lag tissuepapir:
- med en vægt på 190 g/m² eller derover, men ikke over 280 g/m², og
- udskåret i rektangler, hvis sider har en længde på 40 cm eller derover, men ikke over 140 m",0.058
5311009090,Andre varer,0.058
5401101200,Polyesterfibre omspundet med bomuldsfibre(Textilkategori 41),0.04
5401101400,I andre tilfælde(Textilkategori 41),0.04
5401101600,Tekstureret garn(Textilkategori 41),0.04
5401101800,Andet garn(Textilkategori 41),0.04
5401109000,I detailsalgsoplægninger(Textilkategori 43),0.05
5401201000,Ikke i detailsalgsoplægninger(Textilkategori 42),0.04
5401209000,I detailsalgsoplægninger(Textilkategori 43),0.05
5402110000,Af aramider(Textilkategori 41),0.04
5402190000,I andre tilfælde(Textilkategori 41),0.04
5402200005,"Z-snoet flertrådet eller kabelslået garn, beregnet til fremstilling af sytråd, klar til farvning og til slutbehandling, løst omviklet en perforeret plastikspole",0.04
5402200010,I andre tilfælde,0.04
5402310000,"Af nylon eller andre polyamider, af finhed ikke over 50|tex pr.|tråd(Textilkategori 41)",0.04
5402320000,"Af nylon eller andre polyamider, af finhed over 50|tex pr.|tråd(Textilkategori 41)",0.04
5402330010,"Tekstureret garn af polyester:

-tekstureret ved hjælp af enkelt- og dobbeltopvarmningsmetoder i overensstemmelse med DIN 53840-T1-standarden

-med en finhed på 83 dtex eller derover, men ikke over 666 dtex

-med en gennemsnitlig minimumsstyrke på 32 cN/tex

-med et fiberantal på 36 eller derover, men ikke over 192

-med en brudforlængelse på 16 % eller derover, men ikke over 33 %

-med en krympning i kogende vand på 3 % eller derover, men ikke over 8 %

-med indhold af mineralolie, syntetisk olie eller blandede olier på 1 vægtprocent eller derover, men ikke over 3 vægtprocent",0.04
5402330090,Af andre syntetiske fibre,0.04
5402340000,Af polypropylen(Textilkategori 41),0.04
5402390000,Af andre syntetiske fibre(Textilkategori 41),0.04
5402440000,Elastomergarn(Textilkategori 41),0.04
5402450000,"Andet garn, af nylon eller andre polyamider(Textilkategori 125 A)",0.04
5402460000,"Andet garn, af polyestere, delvis orienteret(Textilkategori 125 A)",0.04
5402470000,"Andet garn, af polyestere(Textilkategori 125 A)",0.04
5402480000,"Andet garn, af polypropylen(Textilkategori 41)",0.04
5402490030,"Garn af et copolymer af glycolsyre og mælkesyre, bestemt til fremstilling af kirurgisk suturmateriale",0.04
5402490050,"Garn af poly(vinylalkohol), ikke tekstureret",0.04
5402490090,I andre tilfælde,0.04
5402510000,Af nylon eller andre polyamider(Textilkategori 41),0.04
5402520000,Af polyestere(Textilkategori 41),0.04
5402530000,Af polypropylen(Textilkategori 41),0.04
5402590000,I andre tilfælde(Textilkategori 41),0.04
5402610000,Af nylon eller andre polyamider(Textilkategori 41),0.04
5402620000,Af polyestere(Textilkategori 41),0.04
5402630000,Af polypropylen(Textilkategori 41),0.04
5402690000,I andre tilfælde(Textilkategori 41),0.04
5403100000,"Garn med høj styrke, af viskose(Textilkategori 42)",0.04
5403310010,"Garn af endeløse fibre af viskose på 105 decitex eller derover, men ikke over 117 decitex, bestående af 36 monofilamenter eller derover, men ikke over 40 monofilamenter",0.04
5403310020,"Garn af centrifugalfibre af viskose, med:

-en finhed på 80 decitex eller derover, men ikke over 88 decitex, og

-et fiberantal på 24 eller derover, men ikke over 36 monofilamenter",0.04
5403310090,I andre tilfælde,0.04
5403320011,Tekstureret garn(Textilkategori 42),0.04
5403320019,I andre tilfælde(Textilkategori 127 A),0.04
5403320090,I andre tilfælde(Textilkategori 42),0.04
5403330011,Tekstureret garn(Textilkategori 42),0.04
5403330019,I andre tilfælde(Textilkategori 127 A),0.04
5403330090,I andre tilfælde(Textilkategori 42),0.04
5403390000,I andre tilfælde(Textilkategori 42),0.04
5403410000,Af viskose(Textilkategori 42),0.04
5403420000,Af acetat(Textilkategori 42),0.04
5403490000,I andre tilfælde(Textilkategori 42),0.04
5404110000,Elastiske,0.04
5404120000,"I andre tilfælde, af polypropylen",0.04
5404190060,"Kemisk tilspidsede syntetiske fibre af polyester, med:

-en diameter på 0,1 mm eller derover, men ikke over 0,6 mm 

-en længde på 30 mm eller derover, men ikke over 120 mm
til brug ved fremstilling af malerpensler",0.04
5404190090,Andre varer,0.04
5404901000,Af polypropylen,0.04
5404909020,Polyimidstrimler,0.04
5404909090,Andre varer,0.04
5405000000,"Regenererede monofilamenter af finhed 67|decitex eller derover, med største tværmål ikke over 1|mm; strimler og lignende (fx kunstige strå) af regenereret materiale, hvis synlige bredde ikke overstiger 5|mm(Textilkategori 127 B)",0.038
5406000000,"Garn af endeløse kemofibre (undtagen sytråd), i detailsalgsoplægninger(Textilkategori 43)",0.05
5407100000,"Vævet stof fremstillet af garn med høj styrke, af nylon eller andre polyamider eller af polyestere(Textilkategori 35)",0.08
5407201100,Under 3|m(Textilkategori 33),0.08
5407201900,3|m eller derover(Textilkategori 34),0.08
5407209000,I andre tilfælde(Textilkategori 35),0.08
5407300010,"Åben mesh-stof fremstillet af termisk tværbundne filamenter af polyolefin, med en densitet på 0,94 g/cm³ eller derover, med: 

-en vægt på 21 g/m² eller derover, men ikke over 24 g/m² 

-en bredde på 560 mm eller derover, men ikke over 1 200 mm 

-en tykkelse på 100 µm og derover, men ikke over 120 µm 

-brudforlængelse på højst 20 % (ASTM D5034, længderetning) 

-brudforlængelse på højst 22 % (ASTM D5034, tværretning) 

-stræk på højst 100 N/5 cm (ASTM D882, længderetning) og 

-stræk på højst 130 N/5 cm (ASTM D882, tværretning)",0.08
5407300090,I andre tilfælde,0.08
5407410000,Ubleget eller bleget(Textilkategori 35),0.08
5407420000,Farvet(Textilkategori 35),0.08
5407430000,Fremstillet af garn af forskellige farver(Textilkategori 35),0.08
5407440000,Trykt(Textilkategori 35),0.08
5407510000,Ubleget eller bleget(Textilkategori 35),0.08
5407520000,Farvet(Textilkategori 35),0.08
5407530000,Fremstillet af garn af forskellige farver(Textilkategori 35),0.08
5407540000,Trykt(Textilkategori 35),0.08
5407611000,Ubleget eller bleget,0.08
5407613000,Farvet,0.08
5407615000,Fremstillet af garn af forskellige farver,0.08
5407619000,Trykt,0.08
5407691000,Ubleget eller bleget,0.08
5407699000,I andre tilfælde,0.08
5407710000,Ubleget eller bleget(Textilkategori 35),0.08
5407720000,Farvet(Textilkategori 35),0.08
5407730000,Fremstillet af garn af forskellige farver(Textilkategori 35),0.08
5407740000,Trykt(Textilkategori 35),0.08
5407810000,Ubleget eller bleget(Textilkategori 35),0.08
5407820000,Farvet(Textilkategori 35),0.08
5407830000,Fremstillet af garn af forskellige farver(Textilkategori 35),0.08
5407840000,Trykt(Textilkategori 35),0.08
5407910000,Ubleget eller bleget(Textilkategori 35),0.08
5407920000,Farvet(Textilkategori 35),0.08
5407930000,Fremstillet af garn af forskellige farver(Textilkategori 35),0.08
5407940000,Trykt(Textilkategori 35),0.08
5408100000,"Vævet stof fremstillet af garn med høj styrke, af viskose",0.08
